"subdistrictid","subdistrictcityid","subdistrictname","createdby","createddate","updatedby","updateddate","isactive"
167306,1673,Lubuk Linggau Barat II,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
167307,1673,Lubuk Linggau Selatan II,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
167308,1673,Lubuk Linggau Utara II,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
167401,1674,Prabumulih Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
167402,1674,Prabumulih Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
167403,1674,Cambai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
167404,1674,Rambang Kpk Tengah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
167405,1674,Prabumulih Utara,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
167406,1674,Prabumulih Selatan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170101,1701,Kedurang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170102,1701,Seginim,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170103,1701,Pino,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170104,1701,Manna,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170105,1701,Kota Manna,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170106,1701,Pino Raya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170107,1701,Kedurang Ilir,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170108,1701,Air Nipis,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170109,1701,Ulu Manna,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170110,1701,Bunga Mas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170111,1701,Pasar Manna,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170206,1702,Kota Padang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170207,1702,Padang Ulak Tanding,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170208,1702,Sindang Kelingi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170209,1702,Curup,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170210,1702,Bermani Ulu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170211,1702,Selupu Rejang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170216,1702,Curup Utara,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170217,1702,Curup Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170218,1702,Curup Selatan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170219,1702,Curup Tengah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170220,1702,Binduriang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170221,1702,Sindang Beliti Ulu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170222,1702,Sindang Dataran,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170223,1702,Sindang Beliti Ilir,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170224,1702,Bermani Ulu Raya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170301,1703,Enggano,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170306,1703,Kerkap,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170307,1703,Kota Arga Makmur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170308,1703,Giri Mulya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170309,1703,Padang Jaya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170310,1703,Lais,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170311,1703,Batik Nau,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170312,1703,Ketahun,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170313,1703,Napal Putih,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170314,1703,Putri Hijau,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170315,1703,Air Besi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170316,1703,Air Napal,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170319,1703,Hulu Palik,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170320,1703,Air Padang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170321,1703,Arma Jaya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170322,1703,Tanjung Agung Palik,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170323,1703,Ulok Kupai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170324,1703,Pinang Raya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170325,1703,Marga Sakti Sebelat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170401,1704,Kinal,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170402,1704,Tanjung Kemuning,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170403,1704,Kaur Utara,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170404,1704,Kaur Tengah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170405,1704,Kaur Selatan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170406,1704,Maje,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170407,1704,Nasal,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170408,1704,Semidang Gumay,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170409,1704,Kelam Tengah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170410,1704,Luas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170411,1704,Muara Sahung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170412,1704,Tetap,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170413,1704,Lungkang Kule,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170414,1704,Padang Guci Hilir,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170415,1704,Padang Guci Hulu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170501,1705,Sukaraja,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170502,1705,Seluma,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170503,1705,Talo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170504,1705,Semidang Alas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170505,1705,Semidang Alas Maras,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170506,1705,Air Periukan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170507,1705,Lubuk Sandi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170508,1705,Seluma Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170509,1705,Seluma Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170510,1705,Seluma Utara,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170511,1705,Seluma Selatan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170512,1705,Talo Kecil,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170513,1705,Ulu Talo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170514,1705,Ilir Talo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170601,1706,Lubuk Pinang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170602,1706,Kota Mukomuko,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170603,1706,Teras Terunjam,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170604,1706,Pondok Suguh,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170605,1706,Ipuh,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170606,1706,Malin Deman,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170607,1706,Air Rami,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170608,1706,Teramang Jaya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170609,1706,Selagan Raya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170610,1706,Penarik,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170611,1706,XIV Koto,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170612,1706,V Koto,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170613,1706,Air Majunto,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170614,1706,Air Dikit,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170615,1706,Sungai Rumbai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170701,1707,Lebong Utara,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170702,1707,Lebong Atas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170703,1707,Lebong Tengah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170704,1707,Lebong Selatan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170705,1707,Rimbo Pengadang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170706,1707,Topos,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170707,1707,Bingin Kuning,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170708,1707,Lebong Sakti,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170709,1707,Pelabai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170710,1707,Amen,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170711,1707,Uram Jaya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170712,1707,Pinang Belapis,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170801,1708,Bermani Ilir,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170802,1708,Ujan Mas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170803,1708,Tebat Karai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170804,1708,Kepahiang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170805,1708,Merigi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170806,1708,Kebawetan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170807,1708,Seberang Musi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170808,1708,Muara Kemumu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170901,1709,Karang Tinggi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170902,1709,Talang Empat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170903,1709,Pondok Kelapa,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170904,1709,Pematang Tiga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170905,1709,Pagar Jati,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170906,1709,Taba Penanjung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170907,1709,Merigi Kelindang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170908,1709,Merigi Sakti,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170909,1709,Pondok Kubang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170910,1709,Bang Haji,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
170911,1709,Semidang Lagan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
177101,1771,Selebar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
177102,1771,Gading Cempaka,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
177103,1771,Teluk Segara,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
177104,1771,Muara Bangka Hulu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
177105,1771,Kampung Melayu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
177106,1771,Ratu Agung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
177107,1771,Ratu Samban,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
177108,1771,Sungai Serut,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
177109,1771,Singaran Pati,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180104,1801,Natar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180105,1801,Tanjung Bintang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180106,1801,Kalianda,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180107,1801,Sidomulyo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180108,1801,Katibung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180109,1801,Penengahan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180110,1801,Palas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180113,1801,Jati Agung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180114,1801,Ketapang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180115,1801,Sragi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180116,1801,Raja Basa,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180117,1801,Candipuro,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180118,1801,Merbau Mataram,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180121,1801,Bakauheni,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180122,1801,Tanjung Sari,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180123,1801,Way Sulan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180124,1801,Way Panji,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180201,1802,Kalirejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180202,1802,Bangun Rejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180203,1802,Padang Ratu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180204,1802,Gunung Sugih,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180205,1802,Trimurjo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180206,1802,Punggur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180207,1802,Terbanggi Besar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180208,1802,Seputih Raman,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180209,1802,Rumbia,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180210,1802,Seputih Banyak,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180211,1802,Seputih Mataram,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180212,1802,Seputih Surabaya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180213,1802,Terusan Nunyai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180214,1802,Bumi Ratu Nuban,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180215,1802,Bekri,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180216,1802,Seputih Agung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180217,1802,Way Pangubuan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180218,1802,Bandar Mataram,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180219,1802,Pubian,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180220,1802,Selagai Lingga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180221,1802,Anak Tuha,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180222,1802,Sendang Agung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180223,1802,Kota Gajah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180224,1802,Bumi Nabung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180225,1802,Way Seputih,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180226,1802,Bandar Surabaya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180227,1802,Anak Ratu Aji,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180228,1802,Putra Rumbia,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180301,1803,Bukit Kemuning,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180302,1803,Kotabumi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180303,1803,Sungkai Selatan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180304,1803,Tanjung Raja,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180305,1803,Abung Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180306,1803,Abung Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180307,1803,Abung Selatan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180308,1803,Sungkai Utara,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180309,1803,Kotabumi Utara,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180310,1803,Kotabumi Selatan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180311,1803,Abung Tengah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180312,1803,Abung Tinggi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180313,1803,Abung Semuli,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180314,1803,Abung Surakarta,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180315,1803,Muara Sungkai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180316,1803,Bunga Mayang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180317,1803,Hulu Sungkai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180318,1803,Sungkai Tengah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180319,1803,Abung Pekurun,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180320,1803,Sungkai Jaya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180321,1803,Sungkai Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180322,1803,Abung Kunang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180323,1803,Blambangan Pagar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180404,1804,Balik Bukit,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180405,1804,Sumber Jaya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180406,1804,Belalau,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180407,1804,Way Tenong,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180408,1804,Sekincau,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180409,1804,Suoh,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180410,1804,Batu Brak,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180411,1804,Sukau,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180415,1804,Gedung Surian,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180418,1804,Kebun Tebu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180419,1804,Air Hitam,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180420,1804,Pagar Dewa,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180421,1804,Batu Ketulis,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180422,1804,Lumbok Seminung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180423,1804,Bandar Negeri Suoh,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180502,1805,Menggala,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180506,1805,Gedung Aji,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180508,1805,Banjar Agung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180511,1805,Gedung Meneng,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180512,1805,Rawa Jitu Selatan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180513,1805,Penawar Tama,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180518,1805,Rawa Jitu Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180520,1805,Banjar Margo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180522,1805,Rawa Pitu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180523,1805,Penawar Aji,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180525,1805,Dente Teladas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180526,1805,Meraksa Aji,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180527,1805,Gedung Aji Baru,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180529,1805,Banjar Baru,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180530,1805,Menggala Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180601,1806,Kota Agung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180602,1806,Talang Padang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180603,1806,Wonosobo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180604,1806,Pulau Panggung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180609,1806,Cukuh Balak,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180611,1806,Pugung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180612,1806,Semaka,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180613,1806,Sumber Rejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180615,1806,Ulu Belu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180616,1806,Pematang Sawa,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180617,1806,Klumbayan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180618,1806,Kota Agung Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180619,1806,Kota Agung Timur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180620,1806,Gisting,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180621,1806,Gunung Alip,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180624,1806,Limau,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180625,1806,Bandar Negeri Semuong,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180626,1806,Air Naningan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180627,1806,Bulok,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180628,1806,Klumbayan Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180701,1807,Sukadana,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180702,1807,Labuhan Maringgai,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180703,1807,Jabung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180704,1807,Pekalongan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180705,1807,Sekampung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180706,1807,Batanghari,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180707,1807,Way Jepara,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180708,1807,Purbolinggo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180709,1807,Raman Utara,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180710,1807,Metro Kibang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180711,1807,Marga Tiga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180712,1807,Sekampung Udik,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180713,1807,Batanghari Nuban,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180714,1807,Bumi Agung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180715,1807,Bandar Sribhawono,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180716,1807,Mataram Baru,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180717,1807,Melinting,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180718,1807,Gunung Pelindung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180719,1807,Pasir Sakti,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180720,1807,Waway Karya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180721,1807,Labuhan Ratu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180722,1807,Braja Selebah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180723,1807,Way Bungur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180724,1807,Marga Sekampung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180801,1808,Blambangan Umpu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180802,1808,Kasui,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180803,1808,Banjit,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180804,1808,Baradatu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180805,1808,Bahuga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180806,1808,Pakuan Ratu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180807,1808,Negeri Agung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180808,1808,Way Tuba,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180809,1808,Rebang Tangkas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180810,1808,Gunung Labuhan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180811,1808,Negara Batin,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180812,1808,Negeri Besar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180813,1808,Buay Bahuga,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180814,1808,Bumi Agung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180815,1808,Umpu Semenguk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
180901,1809,Gedong Tataan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
